question,answer,type
What is the currency symbol of the currency Burmese kyat from Myanmar?,K or Ks (pl.),symbol_or_abbreviation
What is the fractional unit of the currency Euro from Netherlands[G]?,Cent,fractional_unit
What is the currency symbol of the currency Swiss franc from Liechtenstein?,Fr,symbol_or_abbreviation
What is the fractional unit of the currency Maldivian rufiyaa from Maldives?,Laari,fractional_unit
What is the currency symbol of the currency Venezuelan sovereign bolívar from Venezuela?,Bs.S,symbol_or_abbreviation
What is the fractional unit of the currency Ghanaian cedi from Ghana?,Pesewa,fractional_unit
What is the fractional unit of the currency Jersey pound from Jersey?,Penny,fractional_unit
What is the ISO code of the currency New Zealand dollar from Niue?,NZD,iso_code
What is the currency symbol of the currency Faroese króna from Faroe Islands?,kr,symbol_or_abbreviation
What is the ISO code of the currency Euro from Croatia?,EUR,iso_code
What is the fractional unit of the currency Swiss franc from Liechtenstein?,Rappen,fractional_unit
What is the currency symbol of the currency Mozambican metical from Mozambique?,Mt,symbol_or_abbreviation
What is the currency symbol of the currency Paraguayan guaraní from Paraguay?,₲,symbol_or_abbreviation
What is the fractional unit of the currency New Zealand dollar from New Zealand?,Cent,fractional_unit
What is the currency symbol of the currency Malagasy ariary from Madagascar?,Ar,symbol_or_abbreviation
What is the currency symbol of the currency Nigerian naira from Nigeria?,₦,symbol_or_abbreviation
What is the ISO code of the currency Russian ruble from South Ossetia?,RUB,iso_code
What is the ISO code of the currency Eastern Caribbean dollar from Saint Lucia?,XCD,iso_code
What is the ISO code of the currency United States dollar from Marshall Islands?,USD,iso_code
What is the ISO code of the currency Turkish lira from Turkey?,TRY,iso_code
What is the ISO code of the currency Tongan paʻanga[O] from Tonga?,TOP,iso_code
What is the fractional unit of the currency Eastern Caribbean dollar from Dominica?,Cent,fractional_unit
What is the fractional unit of the currency Central African CFA franc from Chad?,Centime,fractional_unit
What is the ISO code of the currency Falkland Islands pound from Falkland Islands?,FKP,iso_code
What is the currency symbol of the currency Cambodian riel from Cambodia?,៛,symbol_or_abbreviation
What is the fractional unit of the currency Brunei dollar from Brunei[H]?,Sen,fractional_unit
What is the currency symbol of the currency Afghan afghani from Afghanistan?,؋‎,symbol_or_abbreviation
What is the fractional unit of the currency Euro from Cyprus?,Cent,fractional_unit
What is the fractional unit of the currency Libyan dinar from Libya?,Dirham,fractional_unit
What is the ISO code of the currency Falkland Islands pound from South Georgia and the South Sandwich Islands?,FKP,iso_code
What is the currency symbol of the currency Polish złoty from Poland?,zł,symbol_or_abbreviation
What is the fractional unit of the currency Euro from Germany?,Cent,fractional_unit
What is the currency symbol of the currency Albanian lek from Albania?,L,symbol_or_abbreviation
What is the fractional unit of the currency South African rand from Lesotho?,Cent,fractional_unit
What is the currency symbol of the currency Cuban peso from Cuba?,$,symbol_or_abbreviation
What is the ISO code of the currency Angolan kwanza from Angola?,AOA,iso_code
What is the fractional unit of the currency Euro from Finland?,Cent,fractional_unit
What is the ISO code of the currency Macanese pataca from Macau?,MOP,iso_code
What is the currency symbol of the currency West African CFA franc from Benin?,F.CFA,symbol_or_abbreviation
What is the fractional unit of the currency Australian dollar from Australia?,Cent,fractional_unit
What is the currency symbol of the currency Bangladeshi taka from Bangladesh?,৳,symbol_or_abbreviation
What is the currency symbol of the currency Danish krone from Faroe Islands?,kr,symbol_or_abbreviation
What is the currency symbol of the currency Indian rupee from Bhutan?,₹,symbol_or_abbreviation
What is the ISO code of the currency New Zealand dollar from Pitcairn Islands?,NZD,iso_code
What is the ISO code of the currency Yemeni rial from Yemen?,YER,iso_code
What is the currency symbol of the currency Euro from Akrotiri and Dhekelia?,€,symbol_or_abbreviation
What is the ISO code of the currency Maldivian rufiyaa from Maldives?,MVR,iso_code
What is the ISO code of the currency Swiss franc from Switzerland?,CHF,iso_code
What is the currency symbol of the currency Ugandan shilling from Uganda?,Sh or Shs (pl.),symbol_or_abbreviation
What is the ISO code of the currency Lesotho loti from Lesotho?,LSL,iso_code
What is the fractional unit of the currency Lebanese pound from Lebanon?,Piastre,fractional_unit
What is the fractional unit of the currency Tanzanian shilling from Tanzania?,Cent,fractional_unit
What is the ISO code of the currency Mongolian tögrög from Mongolia?,MNT,iso_code
What is the ISO code of the currency West African CFA franc from Niger?,XOF,iso_code
What is the currency symbol of the currency Icelandic króna from Iceland?,kr,symbol_or_abbreviation
What is the fractional unit of the currency United States dollar from United States?,Cent[A],fractional_unit
What is the ISO code of the currency Central African CFA franc from Chad?,XAF,iso_code
What is the currency symbol of the currency Tunisian dinar from Tunisia?,DT,symbol_or_abbreviation
What is the fractional unit of the currency Vanuatu vatu from Vanuatu?,Cent,fractional_unit
What is the ISO code of the currency Liberian dollar from Liberia?,LRD,iso_code
What is the fractional unit of the currency Jordanian dinar from Jordan?,Piastre[J],fractional_unit
What is the currency symbol of the currency Icelandic króna from Iceland?,kr,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Lithuania?,€,symbol_or_abbreviation
What is the fractional unit of the currency Sterling from Saint Helena?,Penny,fractional_unit
What is the ISO code of the currency Belize dollar from Belize?,BZD,iso_code
What is the currency symbol of the currency Tunisian dinar from Tunisia?,DT,symbol_or_abbreviation
What is the fractional unit of the currency Canadian dollar from Canada?,Cent,fractional_unit
What is the currency symbol of the currency Haitian gourde from Haiti?,G,symbol_or_abbreviation
What is the currency symbol of the currency United States dollar from Panama?,$,symbol_or_abbreviation
What is the currency symbol of the currency Somaliland shilling from Somaliland?,Sh or Shs (pl.),symbol_or_abbreviation
What is the ISO code of the currency Euro from Austria?,EUR,iso_code
What is the fractional unit of the currency Haitian gourde from Haiti?,Centime,fractional_unit
"What is the fractional unit of the currency Central African CFA franc from Congo, Republic of the?",Centime,fractional_unit
What is the ISO code of the currency Jamaican dollar from Jamaica?,JMD,iso_code
What is the currency symbol of the currency United States dollar from Marshall Islands?,$,symbol_or_abbreviation
What is the ISO code of the currency South African rand from Namibia?,ZAR,iso_code
What is the ISO code of the currency Euro from Andorra?,EUR,iso_code
What is the currency symbol of the currency Namibian dollar from Namibia?,$,symbol_or_abbreviation
What is the fractional unit of the currency New Taiwan dollar from Taiwan?,Cent,fractional_unit
What is the ISO code of the currency Czech koruna from Czech Republic?,CZK,iso_code
What is the ISO code of the currency Cambodian riel from Cambodia?,KHR,iso_code
What is the fractional unit of the currency Euro from Finland?,Cent,fractional_unit
What is the fractional unit of the currency Zambian kwacha from Zambia?,Ngwee,fractional_unit
What is the ISO code of the currency Euro from Netherlands[G]?,EUR,iso_code
What is the fractional unit of the currency CFP franc from French Polynesia?,Centime,fractional_unit
What is the ISO code of the currency Belarusian ruble from Belarus?,BYN,iso_code
What is the ISO code of the currency United States dollar from Micronesia?,USD,iso_code
What is the fractional unit of the currency Azerbaijani manat from Azerbaijan?,Qəpik,fractional_unit
What is the fractional unit of the currency Kenyan shilling from Kenya?,Cent,fractional_unit
What is the currency symbol of the currency Ugandan shilling from Uganda?,Sh or Shs (pl.),symbol_or_abbreviation
What is the fractional unit of the currency Manx pound from Isle of Man?,Penny,fractional_unit
What is the fractional unit of the currency Eastern Caribbean dollar from Antigua and Barbuda?,Cent,fractional_unit
What is the fractional unit of the currency Hungarian forint from Hungary?,Fillér,fractional_unit
What is the fractional unit of the currency Dominican peso from Dominican Republic?,Centavo,fractional_unit
What is the fractional unit of the currency Euro from Slovakia?,Cent,fractional_unit
What is the fractional unit of the currency Argentine peso from Argentina?,Centavo,fractional_unit
What is the currency symbol of the currency Macanese pataca from Macau?,$ or ptc,symbol_or_abbreviation
What is the currency symbol of the currency West African CFA franc from Guinea-Bissau?,F.CFA,symbol_or_abbreviation
What is the fractional unit of the currency Indian rupee from Bhutan?,Paisa,fractional_unit
What is the ISO code of the currency Vietnamese đồng from Vietnam?,VND,iso_code
What is the currency symbol of the currency Sterling from Jersey?,£,symbol_or_abbreviation
What is the currency symbol of the currency Manx pound from Isle of Man?,£,symbol_or_abbreviation
What is the ISO code of the currency Australian dollar from Nauru?,AUD,iso_code
What is the currency symbol of the currency New Zealand dollar from New Zealand?,$,symbol_or_abbreviation
What is the fractional unit of the currency Bahraini dinar from Bahrain?,Fils,fractional_unit
What is the fractional unit of the currency Venezuelan digital bolívar from Venezuela?,Céntimo,fractional_unit
What is the ISO code of the currency Venezuelan sovereign bolívar from Venezuela?,VES,iso_code
What is the ISO code of the currency South African rand from Namibia?,ZAR,iso_code
What is the ISO code of the currency South African rand from South Africa?,ZAR,iso_code
What is the currency symbol of the currency Turkish lira from Northern Cyprus?,₺,symbol_or_abbreviation
What is the currency symbol of the currency Sudanese pound from Sudan?,LS,symbol_or_abbreviation
What is the ISO code of the currency Macedonian denar from North Macedonia?,MKD,iso_code
What is the ISO code of the currency Euro from Germany?,EUR,iso_code
What is the fractional unit of the currency Sterling from Falkland Islands?,Penny,fractional_unit
What is the ISO code of the currency Central African CFA franc from Gabon?,XAF,iso_code
What is the fractional unit of the currency South African rand from Lesotho?,Cent,fractional_unit
What is the currency symbol of the currency Romanian leu from Romania?,Leu or Lei (pl.),symbol_or_abbreviation
What is the currency symbol of the currency Euro from Netherlands[G]?,€,symbol_or_abbreviation
What is the fractional unit of the currency New Zealand dollar from Pitcairn Islands?,Cent,fractional_unit
What is the fractional unit of the currency Russian ruble from Russia?,Kopeck,fractional_unit
What is the ISO code of the currency Euro from Estonia?,EUR,iso_code
What is the ISO code of the currency West African CFA franc from Benin?,XOF,iso_code
What is the fractional unit of the currency Belize dollar from Belize?,Cent,fractional_unit
What is the ISO code of the currency Vanuatu vatu from Vanuatu?,VUV,iso_code
What is the ISO code of the currency Euro from Monaco?,EUR,iso_code
What is the fractional unit of the currency Indian rupee from Bhutan?,Paisa,fractional_unit
What is the fractional unit of the currency Moroccan dirham from Sahrawi Republic[L]?,Centime,fractional_unit
What is the fractional unit of the currency Cook Islands dollar from Cook Islands?,Cent,fractional_unit
What is the fractional unit of the currency Cape Verdean escudo from Cape Verde?,Centavo,fractional_unit
What is the currency symbol of the currency Belize dollar from Belize?,$,symbol_or_abbreviation
What is the fractional unit of the currency Ethiopian birr from Ethiopia?,Santim,fractional_unit
What is the currency symbol of the currency Cook Islands dollar from Cook Islands?,$,symbol_or_abbreviation
What is the ISO code of the currency Eastern Caribbean dollar from Montserrat?,XCD,iso_code
What is the fractional unit of the currency Euro from Malta?,Cent,fractional_unit
What is the fractional unit of the currency West African CFA franc from Mali?,Centime,fractional_unit
What is the ISO code of the currency Sterling from Isle of Man?,GBP,iso_code
What is the currency symbol of the currency Cuban peso from Cuba?,$,symbol_or_abbreviation
What is the currency symbol of the currency Saint Helena pound from Ascension Island?,£,symbol_or_abbreviation
What is the fractional unit of the currency Somaliland shilling from Somaliland?,Cent,fractional_unit
What is the ISO code of the currency Jordanian dinar from Palestine[K]?,JOD,iso_code
What is the fractional unit of the currency Euro from Lithuania?,Cent,fractional_unit
What is the fractional unit of the currency Uruguayan peso from Uruguay?,Centésimo,fractional_unit
What is the currency symbol of the currency Japanese yen from Japan?,¥,symbol_or_abbreviation
What is the ISO code of the currency Bosnia and Herzegovina convertible mark from Bosnia and Herzegovina?,BAM,iso_code
What is the fractional unit of the currency Eastern Caribbean dollar from Dominica?,Cent,fractional_unit
What is the ISO code of the currency Nigerian naira from Nigeria?,NGN,iso_code
What is the currency symbol of the currency Danish krone from Greenland?,kr,symbol_or_abbreviation
What is the fractional unit of the currency Moroccan dirham from Sahrawi Republic[L]?,Centime,fractional_unit
What is the fractional unit of the currency Papua New Guinean kina from Papua New Guinea?,Toea,fractional_unit
What is the fractional unit of the currency Comorian franc from Comoros?,Centime,fractional_unit
What is the currency symbol of the currency Iraqi dinar from Iraq?,ID,symbol_or_abbreviation
What is the fractional unit of the currency Botswana pula from Botswana?,Thebe,fractional_unit
What is the ISO code of the currency Eastern Caribbean dollar from Saint Vincent and the Grenadines?,XCD,iso_code
What is the currency symbol of the currency United States dollar from El Salvador?,$,symbol_or_abbreviation
What is the ISO code of the currency Euro from Spain?,EUR,iso_code
What is the currency symbol of the currency Aruban florin from Aruba?,ƒ,symbol_or_abbreviation
What is the currency symbol of the currency South African rand from South Africa?,R,symbol_or_abbreviation
What is the currency symbol of the currency Costa Rican colón from Costa Rica?,₡,symbol_or_abbreviation
What is the fractional unit of the currency Seychellois rupee from Seychelles?,Cent,fractional_unit
What is the currency symbol of the currency Sterling from Gibraltar?,£,symbol_or_abbreviation
What is the ISO code of the currency Angolan kwanza from Angola?,AOA,iso_code
What is the ISO code of the currency Australian dollar from Kiribati?,AUD,iso_code
What is the fractional unit of the currency Somaliland shilling from Somaliland?,Cent,fractional_unit
What is the fractional unit of the currency Tongan paʻanga[O] from Tonga?,Seniti,fractional_unit
What is the ISO code of the currency Hong Kong dollar from Hong Kong?,HKD,iso_code
What is the ISO code of the currency Malawian kwacha from Malawi?,MWK,iso_code
What is the fractional unit of the currency Saint Helena pound from Saint Helena?,Penny,fractional_unit
What is the currency symbol of the currency Niue dollar[E] from Niue?,$,symbol_or_abbreviation
What is the fractional unit of the currency Nepalese rupee from Nepal?,Paisa,fractional_unit
What is the ISO code of the currency Cayman Islands dollar from Cayman Islands?,KYD,iso_code
What is the fractional unit of the currency Norwegian krone from Norway?,Øre,fractional_unit
What is the ISO code of the currency Sterling from Saint Helena?,GBP,iso_code
What is the ISO code of the currency Polish złoty from Poland?,PLN,iso_code
What is the fractional unit of the currency Russian ruble from South Ossetia?,Kopeck,fractional_unit
What is the currency symbol of the currency Euro from Spain?,€,symbol_or_abbreviation
What is the ISO code of the currency Euro from Montenegro?,EUR,iso_code
What is the currency symbol of the currency Comorian franc from Comoros?,FC,symbol_or_abbreviation
What is the fractional unit of the currency Transnistrian ruble from Transnistria?,Kopeck,fractional_unit
What is the currency symbol of the currency Sahrawi peseta from Sahrawi Republic[L]?,Pta or Pts (pl.),symbol_or_abbreviation
What is the currency symbol of the currency Abkhazian apsar[E] from Abkhazia?,аҧ,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Latvia?,€,symbol_or_abbreviation
What is the ISO code of the currency Colombian peso from Colombia?,COP,iso_code
What is the fractional unit of the currency Euro from San Marino?,Cent,fractional_unit
What is the currency symbol of the currency Euro from Belgium?,€,symbol_or_abbreviation
What is the ISO code of the currency Moroccan dirham from Sahrawi Republic[L]?,MAD,iso_code
What is the fractional unit of the currency Solomon Islands dollar from Solomon Islands?,Cent,fractional_unit
What is the ISO code of the currency Romanian leu from Romania?,RON,iso_code
"What is the currency symbol of the currency North Korean won from Korea, North?",₩,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Montenegro?,€,symbol_or_abbreviation
What is the currency symbol of the currency Euro from San Marino?,€,symbol_or_abbreviation
What is the fractional unit of the currency Omani rial from Oman?,Baisa,fractional_unit
"What is the fractional unit of the currency North Korean won from Korea, North?",Chon,fractional_unit
What is the ISO code of the currency Macedonian denar from North Macedonia?,MKD,iso_code
What is the ISO code of the currency Russian ruble from Russia?,RUB,iso_code
What is the fractional unit of the currency Samoan tālā from Samoa?,Sene,fractional_unit
What is the fractional unit of the currency Algerian dinar from Algeria?,Centime,fractional_unit
What is the fractional unit of the currency Euro from Netherlands[G]?,Cent,fractional_unit
What is the currency symbol of the currency Ghanaian cedi from Ghana?,₵,symbol_or_abbreviation
What is the ISO code of the currency Sterling from South Georgia and the South Sandwich Islands?,GBP,iso_code
What is the currency symbol of the currency Central African CFA franc from Central African Republic?,F.CFA,symbol_or_abbreviation
What is the fractional unit of the currency Jordanian dinar from Palestine[K]?,Piastre[J],fractional_unit
What is the currency symbol of the currency Omani rial from Oman?,RO,symbol_or_abbreviation
What is the fractional unit of the currency Sterling from United Kingdom?,Penny,fractional_unit
What is the currency symbol of the currency Faroese króna from Faroe Islands?,kr,symbol_or_abbreviation
What is the fractional unit of the currency Eastern Caribbean dollar from Saint Vincent and the Grenadines?,Cent,fractional_unit
What is the ISO code of the currency Eastern Caribbean dollar from Grenada?,XCD,iso_code
What is the currency symbol of the currency Jordanian dinar from Palestine[K]?,JD,symbol_or_abbreviation
What is the currency symbol of the currency Comorian franc from Comoros?,FC,symbol_or_abbreviation
What is the fractional unit of the currency Albanian lek from Albania?,Qintar,fractional_unit
What is the ISO code of the currency Indian rupee from Bhutan?,INR,iso_code
What is the fractional unit of the currency Egyptian pound from Palestine[K]?,Piastre[B],fractional_unit
What is the currency symbol of the currency Central African CFA franc from Chad?,F.CFA,symbol_or_abbreviation
What is the currency symbol of the currency Dominican peso from Dominican Republic?,$,symbol_or_abbreviation
What is the ISO code of the currency Serbian dinar from Serbia?,RSD,iso_code
What is the ISO code of the currency Tunisian dinar from Tunisia?,TND,iso_code
"What is the currency symbol of the currency Gambian dalasi from Gambia, The?",D,symbol_or_abbreviation
What is the currency symbol of the currency Uzbekistani sum from Uzbekistan?,Sʻ,symbol_or_abbreviation
What is the currency symbol of the currency Yemeni rial from Yemen?,Rl or Rls (pl.),symbol_or_abbreviation
What is the currency symbol of the currency Comorian franc from Comoros?,FC,symbol_or_abbreviation
What is the fractional unit of the currency Qatari riyal from Qatar?,Dirham,fractional_unit
What is the fractional unit of the currency Central African CFA franc from Equatorial Guinea?,Centime,fractional_unit
What is the currency symbol of the currency United States dollar from Ecuador?,$,symbol_or_abbreviation
What is the fractional unit of the currency Eritrean nakfa from Eritrea?,Cent,fractional_unit
What is the ISO code of the currency Turkmenistani manat from Turkmenistan?,TMT,iso_code
What is the ISO code of the currency United States dollar from Timor-Leste?,USD,iso_code
What is the currency symbol of the currency Japanese yen from Japan?,¥,symbol_or_abbreviation
What is the fractional unit of the currency Venezuelan sovereign bolívar from Venezuela?,Céntimo,fractional_unit
What is the ISO code of the currency Barbadian dollar from Barbados?,BBD,iso_code
What is the currency symbol of the currency Turkish lira from Turkey?,₺,symbol_or_abbreviation
What is the ISO code of the currency United States dollar from Ecuador?,USD,iso_code
What is the fractional unit of the currency Sterling from United Kingdom?,Penny,fractional_unit
What is the currency symbol of the currency Australian dollar from Kiribati?,$,symbol_or_abbreviation
What is the fractional unit of the currency West African CFA franc from Burkina Faso?,Centime,fractional_unit
What is the currency symbol of the currency Swedish krona from Sweden?,kr,symbol_or_abbreviation
What is the ISO code of the currency Danish krone from Faroe Islands?,DKK,iso_code
What is the currency symbol of the currency United States dollar from El Salvador?,$,symbol_or_abbreviation
What is the fractional unit of the currency Chilean peso from Chile?,Centavo,fractional_unit
What is the fractional unit of the currency Uzbekistani sum from Uzbekistan?,Tiyin,fractional_unit
What is the fractional unit of the currency Lebanese pound from Lebanon?,Piastre,fractional_unit
What is the ISO code of the currency Nicaraguan córdoba from Nicaragua?,NIO,iso_code
What is the currency symbol of the currency Sterling from Gibraltar?,£,symbol_or_abbreviation
What is the currency symbol of the currency Tuvaluan dollar from Tuvalu?,$,symbol_or_abbreviation
What is the fractional unit of the currency Somali shilling from Somalia?,Cent,fractional_unit
What is the currency symbol of the currency Vanuatu vatu from Vanuatu?,VT,symbol_or_abbreviation
What is the fractional unit of the currency Malaysian ringgit from Malaysia?,Sen,fractional_unit
What is the ISO code of the currency Bermudian dollar from Bermuda?,BMD,iso_code
What is the ISO code of the currency Euro from Croatia?,EUR,iso_code
What is the fractional unit of the currency United States dollar from Timor-Leste?,Centavo,fractional_unit
What is the ISO code of the currency Euro from Croatia?,EUR,iso_code
What is the ISO code of the currency Egyptian pound from Palestine[K]?,EGP,iso_code
What is the currency symbol of the currency New Zealand dollar from Niue?,$,symbol_or_abbreviation
What is the fractional unit of the currency Cape Verdean escudo from Cape Verde?,Centavo,fractional_unit
What is the fractional unit of the currency Guyanese dollar from Guyana?,Cent,fractional_unit
What is the fractional unit of the currency Papua New Guinean kina from Papua New Guinea?,Toea,fractional_unit
What is the fractional unit of the currency Honduran lempira from Honduras?,Centavo,fractional_unit
What is the currency symbol of the currency Jordanian dinar from Palestine[K]?,JD,symbol_or_abbreviation
What is the fractional unit of the currency Manx pound from Isle of Man?,Penny,fractional_unit
What is the ISO code of the currency Papua New Guinean kina from Papua New Guinea?,PGK,iso_code
What is the fractional unit of the currency South African rand from Lesotho?,Cent,fractional_unit
What is the ISO code of the currency Lesotho loti from Lesotho?,LSL,iso_code
What is the fractional unit of the currency Syrian pound from Syria?,Piastre,fractional_unit
What is the fractional unit of the currency Honduran lempira from Honduras?,Centavo,fractional_unit
What is the fractional unit of the currency Indonesian rupiah from Indonesia?,Sen,fractional_unit
What is the ISO code of the currency United States dollar from Panama?,USD,iso_code
What is the currency symbol of the currency Indian rupee from Bhutan?,₹,symbol_or_abbreviation
What is the currency symbol of the currency Tunisian dinar from Tunisia?,DT,symbol_or_abbreviation
What is the currency symbol of the currency Indian rupee from India?,₹,symbol_or_abbreviation
What is the fractional unit of the currency Euro from Portugal?,Cent,fractional_unit
What is the currency symbol of the currency Mexican peso from Mexico?,$,symbol_or_abbreviation
What is the fractional unit of the currency United States dollar[G] from Saba?,Cent,fractional_unit
What is the fractional unit of the currency Falkland Islands pound from Falkland Islands?,Penny,fractional_unit
What is the currency symbol of the currency Tanzanian shilling from Tanzania?,Sh or Shs (pl.),symbol_or_abbreviation
What is the currency symbol of the currency Eastern Caribbean dollar from Anguilla?,EC$,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Netherlands[G]?,€,symbol_or_abbreviation
What is the currency symbol of the currency Djiboutian franc from Djibouti?,Fdj,symbol_or_abbreviation
What is the fractional unit of the currency Saint Helena pound from Saint Helena?,Penny,fractional_unit
"What is the ISO code of the currency South Korean won from Korea, South?",KRW,iso_code
What is the fractional unit of the currency Falkland Islands pound from Falkland Islands?,Penny,fractional_unit
What is the ISO code of the currency Macanese pataca from Macau?,MOP,iso_code
What is the ISO code of the currency Russian ruble from Russia?,RUB,iso_code
What is the currency symbol of the currency Euro from Vatican City?,€,symbol_or_abbreviation
What is the fractional unit of the currency Saudi riyal from Saudi Arabia?,Halala,fractional_unit
What is the fractional unit of the currency Ghanaian cedi from Ghana?,Pesewa,fractional_unit
What is the ISO code of the currency Mexican peso from Mexico?,MXN,iso_code
What is the ISO code of the currency Venezuelan sovereign bolívar from Venezuela?,VES,iso_code
What is the fractional unit of the currency Moroccan dirham from Morocco?,Centime,fractional_unit
What is the currency symbol of the currency Egyptian pound from Egypt?,LE,symbol_or_abbreviation
What is the ISO code of the currency Eastern Caribbean dollar from Dominica?,XCD,iso_code
What is the fractional unit of the currency Euro from Kosovo?,Cent,fractional_unit
What is the currency symbol of the currency Euro from Italy?,€,symbol_or_abbreviation
What is the fractional unit of the currency Syrian pound from Syria?,Piastre,fractional_unit
What is the ISO code of the currency Euro from Vatican City?,EUR,iso_code
What is the ISO code of the currency Euro from Slovakia?,EUR,iso_code
What is the ISO code of the currency Euro from Luxembourg?,EUR,iso_code
What is the ISO code of the currency Bahraini dinar from Bahrain?,BHD,iso_code
What is the fractional unit of the currency Lesotho loti from Lesotho?,Sente,fractional_unit
What is the fractional unit of the currency Israeli new shekel from Palestine[K]?,Agora,fractional_unit
What is the fractional unit of the currency Australian dollar from Kiribati?,Cent,fractional_unit
What is the currency symbol of the currency Kuwaiti dinar from Kuwait?,KD,symbol_or_abbreviation
What is the ISO code of the currency Ethiopian birr from Ethiopia?,ETB,iso_code
What is the currency symbol of the currency Venezuelan digital bolívar from Venezuela?,Bs.D,symbol_or_abbreviation
What is the ISO code of the currency Sterling from Saint Helena?,GBP,iso_code
What is the fractional unit of the currency Jordanian dinar from Jordan?,Piastre[J],fractional_unit
What is the fractional unit of the currency United States dollar from Liberia?,Cent,fractional_unit
What is the currency symbol of the currency South African rand from Eswatini?,R,symbol_or_abbreviation
What is the ISO code of the currency Euro from Finland?,EUR,iso_code
What is the ISO code of the currency Peruvian sol from Peru?,PEN,iso_code
"What is the currency symbol of the currency North Korean won from Korea, North?",₩,symbol_or_abbreviation
What is the ISO code of the currency CFP franc from French Polynesia?,XPF,iso_code
What is the fractional unit of the currency United States dollar from Ecuador?,Centavo,fractional_unit
What is the fractional unit of the currency Brunei dollar from Brunei[H]?,Sen,fractional_unit
What is the fractional unit of the currency Central African CFA franc from Gabon?,Centime,fractional_unit
What is the ISO code of the currency Euro from San Marino?,EUR,iso_code
What is the fractional unit of the currency Moroccan dirham from Morocco?,Centime,fractional_unit
What is the ISO code of the currency Iranian rial from Iran?,IRR,iso_code
What is the ISO code of the currency United States dollar[G] from Saba?,USD,iso_code
What is the currency symbol of the currency New Taiwan dollar from Taiwan?,$,symbol_or_abbreviation
What is the ISO code of the currency Euro from Belgium?,EUR,iso_code
What is the currency symbol of the currency Venezuelan sovereign bolívar from Venezuela?,Bs.S,symbol_or_abbreviation
What is the currency symbol of the currency Papua New Guinean kina from Papua New Guinea?,K,symbol_or_abbreviation
What is the currency symbol of the currency Macanese pataca from Macau?,$ or ptc,symbol_or_abbreviation
What is the currency symbol of the currency United States dollar from Marshall Islands?,$,symbol_or_abbreviation
What is the ISO code of the currency Malawian kwacha from Malawi?,MWK,iso_code
What is the fractional unit of the currency Guatemalan quetzal from Guatemala?,Centavo,fractional_unit
What is the fractional unit of the currency Swedish krona from Sweden?,Öre,fractional_unit
What is the currency symbol of the currency Falkland Islands pound from Falkland Islands?,£,symbol_or_abbreviation
What is the currency symbol of the currency Kyrgyz som from Kyrgyzstan?,⃀,symbol_or_abbreviation
What is the currency symbol of the currency Maldivian rufiyaa from Maldives?,Rf,symbol_or_abbreviation
What is the currency symbol of the currency Pitcairn Islands dollar[E] from Pitcairn Islands?,$,symbol_or_abbreviation
What is the currency symbol of the currency Caribbean guilder from Curaçao?,Cg,symbol_or_abbreviation
What is the fractional unit of the currency South African rand from Eswatini?,Cent,fractional_unit
What is the fractional unit of the currency South African rand from Lesotho?,Cent,fractional_unit
What is the ISO code of the currency Euro from Austria?,EUR,iso_code
What is the ISO code of the currency United States dollar from Micronesia?,USD,iso_code
What is the fractional unit of the currency Armenian dram from Armenia?,Luma,fractional_unit
What is the ISO code of the currency Norwegian krone from Norway?,NOK,iso_code
What is the currency symbol of the currency Turkish lira from Turkey?,₺,symbol_or_abbreviation
What is the ISO code of the currency Euro from Spain?,EUR,iso_code
What is the currency symbol of the currency Costa Rican colón from Costa Rica?,₡,symbol_or_abbreviation
What is the fractional unit of the currency Euro from Spain?,Cent,fractional_unit
What is the ISO code of the currency United States dollar from Ecuador?,USD,iso_code
What is the fractional unit of the currency São Tomé and Príncipe dobra from São Tomé and Príncipe?,Cêntimo,fractional_unit
What is the currency symbol of the currency New Taiwan dollar from Taiwan?,$,symbol_or_abbreviation
What is the fractional unit of the currency Samoan tālā from Samoa?,Sene,fractional_unit
What is the currency symbol of the currency Abkhazian apsar[E] from Abkhazia?,аҧ,symbol_or_abbreviation
What is the currency symbol of the currency Indian rupee from Bhutan?,₹,symbol_or_abbreviation
What is the ISO code of the currency Swiss franc from Switzerland?,CHF,iso_code
"What is the currency symbol of the currency Central African CFA franc from Congo, Republic of the?",F.CFA,symbol_or_abbreviation
What is the fractional unit of the currency Algerian dinar from Algeria?,Centime,fractional_unit
"What is the fractional unit of the currency Gambian dalasi from Gambia, The?",Butut,fractional_unit
What is the ISO code of the currency Cape Verdean escudo from Cape Verde?,CVE,iso_code
What is the fractional unit of the currency Nicaraguan córdoba from Nicaragua?,Centavo,fractional_unit
What is the ISO code of the currency Venezuelan sovereign bolívar from Venezuela?,VES,iso_code
What is the currency symbol of the currency Zimbabwe gold from Zimbabwe?,ZiG,symbol_or_abbreviation
What is the ISO code of the currency Tunisian dinar from Tunisia?,TND,iso_code
What is the ISO code of the currency Uruguayan peso from Uruguay?,UYU,iso_code
What is the fractional unit of the currency Costa Rican colón from Costa Rica?,Céntimo,fractional_unit
What is the currency symbol of the currency Guernsey pound from Bailiwick of Guernsey?,£,symbol_or_abbreviation
What is the fractional unit of the currency Libyan dinar from Libya?,Dirham,fractional_unit
